anio;id_pfi;cupo;region_cofecyt;provincia;tema;sector;vertical;tecnologias;vertical_tecnologia
2023;LR-2-PFI-2023;SI;NOA;LA RIOJA;Economía del conocimiento y la innovación;PUBLICO;Economía del conocimiento y la innovación;IA;Economía del conocimiento y la innovación / IA
2023;LR-3-PFI-2023;SI;NOA;LA RIOJA;Otro;PUBLICO;Otro;Otro;Otro / Otro
2023;LR-4-PFI-2023;SI;NOA;LA RIOJA;Agroindustria;PUBLICO;Agroindustria;Sin especificar;Agroindustria / Sin especificar
2023;LR-5-PFI-2023;SI;NOA;LA RIOJA;Otro;PUBLICO;Otro;Otro;Otro / Otro
2023;LR-6-PFI-2023;SI;NOA;LA RIOJA;TICs;PUBLICO;Sin especificar;TICs;Sin especificar / TICs
2023;LR-7-PFI-2023;SI;NOA;LA RIOJA;TICs;PUBLICO;Sin especificar;TICs;Sin especificar / TICs
2023;LR-8-PFI-2023;SI;NOA;LA RIOJA;Agroindustria;PUBLICO;Agroindustria;Sin especificar;Agroindustria / Sin especificar
2023;LR-9-PFI-2023;SI;NOA;LA RIOJA;Economía del conocimiento y la innovación;PRIVADO;Economía del conocimiento y la innovación;IA;Economía del conocimiento y la innovación / IA
2023;LR-10-PFI-2023;SI;NOA;LA RIOJA;TICs;PUBLICO;Sin especificar;TICs;Sin especificar / TICs
2023;LR-11-PFI-2023;SI;NOA;LA RIOJA;TICs;PUBLICO;Sin especificar;TICs;Sin especificar / TICs
2023;LR-12-PFI-2023;SI;NOA;LA RIOJA;Energía;PRIVADO;Energía y minería;Sin especificar;Energía y minería / Sin especificar
2023;LR-13-PFI-2023;SI;NOA;LA RIOJA;Energía;PUBLICO;Energía y minería;Sin especificar;Energía y minería / Sin especificar
2023;CAB-1-PFI-2023;SI;METROPOLITANA;CABA;Energía;PUBLICO;Energía y minería;Sin especificar;Energía y minería / Sin especificar
2023;CAB-2-PFI-2023;SI;METROPOLITANA;CABA;Salud;PRIVADO;Salud;Sin especificar;Salud / Sin especificar
2023;SF-1-PFI-2023;SI;CENTRO;SANTA FE;Salud;PUBLICO;Salud;Sin especificar;Salud / Sin especificar
2023;SF-2-PFI-2023;SI;CENTRO;SANTA FE;Economía del conocimiento y la innovación;PUBLICO;Economía del conocimiento y la innovación;IA;Economía del conocimiento y la innovación / IA
2023;SF-3-PFI-2023;SI;CENTRO;SANTA FE;"Biotecnología y Nanotecnología";PUBLICO;Agroindustria;IA;Agroindustria / IA
2023;SJ-1-PFI-2023;SI;CUYO;SAN JUAN;Otro;PUBLICO;Otro;Otro;Otro / Otro
2023;SJ-2-PFI-2023;SI;CUYO;SAN JUAN;Salud;PRIVADO;Salud;Sin especificar;Salud / Sin especificar
2023;SJ-3-PFI-2023;SI;CUYO;SAN JUAN;Otro;PUBLICO;Otro;Otro;Otro / Otro
2023;SJ-4-PFI-2023;SI;CUYO;SAN JUAN;Salud;PRIVADO;Salud;Sin especificar;Salud / Sin especificar
2023;SJ-5-PFI-2023;SI;CUYO;SAN JUAN;Otro;PUBLICO;Otro;Otro;Otro / Otro
2023;SJ-6-PFI-2023;SI;CUYO;SAN JUAN;Salud;PUBLICO;Salud;Sin especificar;Salud / Sin especificar
2023;SJ-7-PFI-2023;SI;CUYO;SAN JUAN;Agroindustria;PUBLICO;Agroindustria;Sin especificar;Agroindustria / Sin especificar
2023;SJ-8-PFI-2023;SI;CUYO;SAN JUAN;Otro;PUBLICO;Otro;Otro;Otro / Otro
2023;SJ-9-PFI-2023;SI;CUYO;SAN JUAN;Otro;PUBLICO;Otro;Otro;Otro / Otro
2023;SJ-10-PFI-2023;SI;CUYO;SAN JUAN;Agroindustria;PUBLICO;Agroindustria;Sin especificar;Agroindustria / Sin especificar
2023;MZ-1-PFI-2023;SI;CUYO;MENDOZA;Otro;PUBLICO;Otro;Otro;Otro / Otro
2023;MZ-2-PFI-2023;SI;CUYO;MENDOZA;Agroindustria;PRIVADO;Agroindustria;Sin especificar;Agroindustria / Sin especificar
2023;MZ-3-PFI-2023;SI;CUYO;MENDOZA;Salud;PUBLICO;Salud;Sin especificar;Salud / Sin especificar
2023;MZ-4-PFI-2023;SI;CUYO;MENDOZA;Agroindustria;PUBLICO;Agroindustria;Sin especificar;Agroindustria / Sin especificar
2023;MZ-5-PFI-2023;SI;CUYO;MENDOZA;"Biotecnología y Nanotecnología";PUBLICO;Agroindustria;IA;Agroindustria / IA
2023;MZ-6-PFI-2023;SI;CUYO;MENDOZA;Salud;PUBLICO;Salud;Sin especificar;Salud / Sin especificar
2023;MZ-7-PFI-2023;SI;CUYO;MENDOZA;Otro;PUBLICO;Otro;Otro;Otro / Otro
2023;MZ-8-PFI-2023;SI;CUYO;MENDOZA;Otro;PRIVADO;Otro;Otro;Otro / Otro
2023;MZ-9-PFI-2023;SI;CUYO;MENDOZA;"Agroindustria";PRIVADO;Agroindustria;TICs;Agroindustria / TICs
2023;MZ-10-PFI-2023;SI;CUYO;MENDOZA;"TICs Gobierno digital";PUBLICO;Sin especificar;TICs;Sin especificar / TICs
2023;MZ-11-PFI-2023;SI;CUYO;MENDOZA;Otro;PRIVADO;Otro;Otro;Otro / Otro
