anio;nivel_agregacion;unidad_territorial;ITEnfoqueindustria;fob_millones_uss
2017;Región;Metropolitana;BAJA TECNOLOGIA;5752.51209
2017;Región;Metropolitana;MEDIA ALTA TECNOLOGIA;6763.876154
2017;Región;Metropolitana;MEDIA BAJA TECNOLOGIA;2146.180933
2017;Región;Metropolitana;Sin Clasificar;4016.526372
2017;Región;NEA;ALTA TECNOLOGIA;2.7712256
2017;Región;NEA;BAJA TECNOLOGIA;550.5096251
2017;Región;NEA;MEDIA ALTA TECNOLOGIA;81.14974187
2017;Región;NEA;MEDIA BAJA TECNOLOGIA;7.89707862
2017;Región;NEA;Sin Clasificar;375.3808112
2017;Región;NOA;ALTA TECNOLOGIA;7.99418235
2017;Región;NOA;BAJA TECNOLOGIA;1836.807509
2017;Región;NOA;MEDIA ALTA TECNOLOGIA;621.9835449
2017;Región;NOA;MEDIA BAJA TECNOLOGIA;81.25312265
2017;Región;NOA;Sin Clasificar;1570.852416
2017;Región;Patagonia;ALTA TECNOLOGIA;22.22782531
2017;Región;Patagonia;BAJA TECNOLOGIA;3369.182067
2017;Región;Patagonia;MEDIA ALTA TECNOLOGIA;9.7421196
2017;Región;Patagonia;MEDIA BAJA TECNOLOGIA;1417.635324
2017;Región;Patagonia;Sin Clasificar;459.3533157
2018;Región;Centro;ALTA TECNOLOGIA;181.4542491
2018;Región;Centro;BAJA TECNOLOGIA;14120.33031
2018;Región;Centro;MEDIA ALTA TECNOLOGIA;3745.751221
2018;Región;Centro;MEDIA BAJA TECNOLOGIA;353.4912159
2018;Región;Centro;Sin Clasificar;4464.829086
2018;Región;Cuyo;ALTA TECNOLOGIA;49.06724429
2018;Región;Cuyo;BAJA TECNOLOGIA;2591.064142
2018;Región;Cuyo;MEDIA ALTA TECNOLOGIA;258.0312085
2018;Región;Cuyo;MEDIA BAJA TECNOLOGIA;235.3079506
2018;Región;Cuyo;Sin Clasificar;202.4161617
2018;Región;Metropolitana;ALTA TECNOLOGIA;835.726941
2018;Región;Metropolitana;BAJA TECNOLOGIA;6050.448641
2018;Región;Metropolitana;MEDIA ALTA TECNOLOGIA;7793.017175
2018;Región;Metropolitana;MEDIA BAJA TECNOLOGIA;2755.849345
2018;Región;Metropolitana;Sin Clasificar;4179.076669
2018;Región;NEA;ALTA TECNOLOGIA;1.9721324
2018;Región;NEA;BAJA TECNOLOGIA;672.0993265
2018;Región;NEA;MEDIA ALTA TECNOLOGIA;77.41356726
2018;Región;NEA;MEDIA BAJA TECNOLOGIA;30.29030332
2018;Región;NEA;Sin Clasificar;289.3795316
2018;Región;NOA;ALTA TECNOLOGIA;11.46898494
2018;Región;NOA;BAJA TECNOLOGIA;1777.628722
2018;Región;NOA;MEDIA ALTA TECNOLOGIA;743.6396371
2018;Región;NOA;MEDIA BAJA TECNOLOGIA;95.57162805
2018;Región;NOA;Sin Clasificar;1294.487134
2018;Región;Patagonia;ALTA TECNOLOGIA;12.27271375
2018;Región;Patagonia;BAJA TECNOLOGIA;3696.955536
2018;Región;Patagonia;MEDIA ALTA TECNOLOGIA;47.43523503
2018;Región;Patagonia;MEDIA BAJA TECNOLOGIA;2514.314358
2018;Región;Patagonia;Sin Clasificar;455.7635287
2019;Región;Centro;ALTA TECNOLOGIA;167.6109843
2019;Región;Centro;BAJA TECNOLOGIA;14620.51006
2019;Región;Centro;MEDIA ALTA TECNOLOGIA;3155.636217
2019;Región;Centro;MEDIA BAJA TECNOLOGIA;350.7834852
2019;Región;Centro;Sin Clasificar;6482.019877
2019;Región;Cuyo;ALTA TECNOLOGIA;41.84049674
2019;Región;Cuyo;BAJA TECNOLOGIA;2619.094607
2019;Región;Cuyo;MEDIA ALTA TECNOLOGIA;230.6469714
2019;Región;Cuyo;MEDIA BAJA TECNOLOGIA;201.3762846
2019;Región;Cuyo;Sin Clasificar;337.7470407
2019;Región;Metropolitana;ALTA TECNOLOGIA;863.1749766
2019;Región;Metropolitana;BAJA TECNOLOGIA;6548.015909
2019;Región;Metropolitana;MEDIA ALTA TECNOLOGIA;6825.72399
2019;Región;Metropolitana;MEDIA BAJA TECNOLOGIA;2663.002425
2019;Región;Metropolitana;Sin Clasificar;6418.30088
2019;Región;NEA;ALTA TECNOLOGIA;1.7456775
2019;Región;NEA;BAJA TECNOLOGIA;602.3349709
2019;Región;NEA;MEDIA ALTA TECNOLOGIA;78.3801448
2019;Región;NEA;MEDIA BAJA TECNOLOGIA;10.94064863
2019;Región;NEA;Sin Clasificar;534.5799422
2019;Región;NOA;ALTA TECNOLOGIA;9.95545782
2019;Región;NOA;BAJA TECNOLOGIA;1602.610383
2019;Región;NOA;MEDIA ALTA TECNOLOGIA;585.3200837
2019;Región;NOA;MEDIA BAJA TECNOLOGIA;65.14097607
2019;Región;NOA;Sin Clasificar;1670.932368
2019;Región;Patagonia;ALTA TECNOLOGIA;22.42202351
2019;Región;Patagonia;BAJA TECNOLOGIA;3523.775039
2019;Región;Patagonia;MEDIA ALTA TECNOLOGIA;40.90968443
2019;Región;Patagonia;MEDIA BAJA TECNOLOGIA;2678.996003
2019;Región;Patagonia;Sin Clasificar;623.8432698
2020;Región;Centro;ALTA TECNOLOGIA;167.1016945
2020;Región;Centro;BAJA TECNOLOGIA;11926.98007
2020;Región;Centro;MEDIA ALTA TECNOLOGIA;2009.68895
2020;Región;Centro;MEDIA BAJA TECNOLOGIA;295.6171725
2020;Región;Centro;Sin Clasificar;6427.853152
2020;Región;Cuyo;ALTA TECNOLOGIA;51.33336523
2020;Región;Cuyo;BAJA TECNOLOGIA;2496.158359
2020;Región;Cuyo;MEDIA ALTA TECNOLOGIA;130.7653109
2020;Región;Cuyo;MEDIA BAJA TECNOLOGIA;141.5496758
2020;Región;Cuyo;Sin Clasificar;218.6037171
2020;Región;Metropolitana;ALTA TECNOLOGIA;827.0631533
2020;Región;Metropolitana;BAJA TECNOLOGIA;7379.629738
2020;Región;Metropolitana;MEDIA ALTA TECNOLOGIA;4657.638651
2020;Región;Metropolitana;MEDIA BAJA TECNOLOGIA;1761.531122
2020;Región;Metropolitana;Sin Clasificar;5083.32595
2020;Región;NEA;ALTA TECNOLOGIA;0.8134965
2020;Región;NEA;BAJA TECNOLOGIA;545.7225544
2020;Región;NEA;MEDIA ALTA TECNOLOGIA;67.76056917
2020;Región;NEA;MEDIA BAJA TECNOLOGIA;379.8263292
2020;Región;NEA;Sin Clasificar;390.3260109
2020;Región;NOA;ALTA TECNOLOGIA;6.06204901
2020;Región;NOA;BAJA TECNOLOGIA;1505.304696
2020;Región;NOA;MEDIA ALTA TECNOLOGIA;467.5288688
2020;Región;NOA;MEDIA BAJA TECNOLOGIA;30.86011292
2020;Región;NOA;Sin Clasificar;1445.504057
2020;Región;Patagonia;ALTA TECNOLOGIA;11.95693657
2020;Región;Patagonia;BAJA TECNOLOGIA;2847.903872
2020;Región;Patagonia;MEDIA ALTA TECNOLOGIA;17.67984181
2020;Región;Patagonia;MEDIA BAJA TECNOLOGIA;1880.05804
2020;Región;Patagonia;Sin Clasificar;601.7312001
2021;Región;Centro;ALTA TECNOLOGIA;235.0413787
2021;Región;Centro;BAJA TECNOLOGIA;18332.4157
2021;Región;Centro;MEDIA ALTA TECNOLOGIA;3770.330458
2021;Región;Centro;MEDIA BAJA TECNOLOGIA;421.3994098
2021;Región;Centro;Sin Clasificar;8599.646514
2021;Región;Cuyo;ALTA TECNOLOGIA;44.26964285
2021;Región;Cuyo;BAJA TECNOLOGIA;2701.797794
2021;Región;Cuyo;MEDIA ALTA TECNOLOGIA;248.2979121
2021;Región;Cuyo;MEDIA BAJA TECNOLOGIA;223.7563921
2021;Región;Cuyo;Sin Clasificar;450.1182265
2021;Región;Metropolitana;ALTA TECNOLOGIA;1028.724429
2021;Región;Metropolitana;BAJA TECNOLOGIA;9869.334177
2021;Región;Metropolitana;MEDIA ALTA TECNOLOGIA;7453.039687
2021;Región;Metropolitana;MEDIA BAJA TECNOLOGIA;2717.431924
2021;Región;Metropolitana;Sin Clasificar;7263.053455
2021;Región;NEA;ALTA TECNOLOGIA;0.539756
2021;Región;NEA;BAJA TECNOLOGIA;692.1433579
2021;Región;NEA;MEDIA ALTA TECNOLOGIA;112.6012267
2021;Región;NEA;MEDIA BAJA TECNOLOGIA;0.96283475
2021;Región;NEA;Sin Clasificar;407.9650142
2021;Región;NOA;ALTA TECNOLOGIA;5.86254423
2021;Región;NOA;BAJA TECNOLOGIA;1807.775716
2021;Región;NOA;MEDIA ALTA TECNOLOGIA;570.0679977
2021;Región;NOA;MEDIA BAJA TECNOLOGIA;53.50117472
2021;Región;NOA;Sin Clasificar;1982.304605
2021;Región;Patagonia;ALTA TECNOLOGIA;10.00633937
2021;Región;Patagonia;BAJA TECNOLOGIA;3283.388825
2021;Región;Patagonia;MEDIA ALTA TECNOLOGIA;39.12694166
2021;Región;Patagonia;MEDIA BAJA TECNOLOGIA;2694.768506
2021;Región;Patagonia;Sin Clasificar;845.7984612
2022;Región;Centro;ALTA TECNOLOGIA;239.1806414
2022;Región;Centro;BAJA TECNOLOGIA;19073.77162
2022;Región;Centro;MEDIA ALTA TECNOLOGIA;4562.935018
2022;Región;Centro;MEDIA BAJA TECNOLOGIA;389.7746909
2022;Región;Centro;Sin Clasificar;9660.738424
2022;Región;Cuyo;ALTA TECNOLOGIA;54.54251079
2022;Región;Cuyo;BAJA TECNOLOGIA;2621.59474
2022;Región;Cuyo;MEDIA ALTA TECNOLOGIA;248.3124215
2022;Región;Cuyo;MEDIA BAJA TECNOLOGIA;288.4178073
2022;Región;Cuyo;Sin Clasificar;430.8371751
2022;Región;Metropolitana;ALTA TECNOLOGIA;1067.106962
2022;Región;Metropolitana;BAJA TECNOLOGIA;10980.12652
2022;Región;Metropolitana;MEDIA ALTA TECNOLOGIA;8893.896726
2022;Región;Metropolitana;MEDIA BAJA TECNOLOGIA;3524.215153
2022;Región;Metropolitana;Sin Clasificar;8870.474162
2022;Región;NEA;ALTA TECNOLOGIA;0.608927
2022;Región;NEA;BAJA TECNOLOGIA;647.4781498
2022;Región;NEA;MEDIA ALTA TECNOLOGIA;92.39510358
2022;Región;NEA;MEDIA BAJA TECNOLOGIA;0.85216278
2022;Región;NEA;Sin Clasificar;527.04236
2022;Región;NOA;ALTA TECNOLOGIA;5.98995081
2022;Región;NOA;BAJA TECNOLOGIA;1852.838228
2022;Región;NOA;MEDIA ALTA TECNOLOGIA;1124.51746
2022;Región;NOA;MEDIA BAJA TECNOLOGIA;52.12933154
2022;Región;NOA;Sin Clasificar;2051.702909
2022;Región;Patagonia;ALTA TECNOLOGIA;4.97485767
2022;Región;Patagonia;BAJA TECNOLOGIA;3241.391353
2022;Región;Patagonia;MEDIA ALTA TECNOLOGIA;15.98410463
2022;Región;Patagonia;MEDIA BAJA TECNOLOGIA;5424.295394
2022;Región;Patagonia;Sin Clasificar;1091.998949
2023;Región;Centro;ALTA TECNOLOGIA;189.71707
2023;Región;Centro;BAJA TECNOLOGIA;12262.10442
2023;Región;Centro;MEDIA ALTA TECNOLOGIA;3002.810037
2023;Región;Centro;MEDIA BAJA TECNOLOGIA;301.5352156
2023;Región;Centro;Sin Clasificar;5278.731104
2023;Región;Cuyo;ALTA TECNOLOGIA;47.47257088
2023;Región;Cuyo;BAJA TECNOLOGIA;2362.671719
2023;Región;Cuyo;MEDIA ALTA TECNOLOGIA;150.8666771
2023;Región;Cuyo;MEDIA BAJA TECNOLOGIA;225.2484573
2023;Región;Cuyo;Sin Clasificar;294.7265892
2023;Región;Metropolitana;ALTA TECNOLOGIA;1073.298936
2023;Región;Metropolitana;BAJA TECNOLOGIA;8655.497599
2023;Región;Metropolitana;MEDIA ALTA TECNOLOGIA;8494.609834
2023;Región;Metropolitana;MEDIA BAJA TECNOLOGIA;3045.573217
2023;Región;Metropolitana;Sin Clasificar;5345.730601
2023;Región;NEA;ALTA TECNOLOGIA;0.4430799
2023;Región;NEA;BAJA TECNOLOGIA;519.6482675
2023;Región;NEA;MEDIA ALTA TECNOLOGIA;79.4747143
2023;Región;NEA;MEDIA BAJA TECNOLOGIA;0.75585475
2023;Región;NEA;Sin Clasificar;320.9939099
2023;Región;NOA;ALTA TECNOLOGIA;6.35350559
2023;Región;NOA;BAJA TECNOLOGIA;1620.204367
2023;Región;NOA;MEDIA ALTA TECNOLOGIA;1258.093202
2023;Región;NOA;MEDIA BAJA TECNOLOGIA;41.93121592
2023;Región;NOA;Sin Clasificar;1366.562809
2023;Región;Patagonia;ALTA TECNOLOGIA;6.67463808
2023;Región;Patagonia;BAJA TECNOLOGIA;3077.608268
2023;Región;Patagonia;MEDIA ALTA TECNOLOGIA;56.50752806
2023;Región;Patagonia;MEDIA BAJA TECNOLOGIA;5578.77651
2023;Región;Patagonia;Sin Clasificar;735.3240671
2024;Región;Centro;ALTA TECNOLOGIA;196.9012566
2024;Región;Centro;BAJA TECNOLOGIA;16478.55004
2024;Región;Centro;MEDIA ALTA TECNOLOGIA;2949.590884
2024;Región;Centro;MEDIA BAJA TECNOLOGIA;394.3543277
2024;Región;Centro;Sin Clasificar;6110.459496
2024;Región;Cuyo;ALTA TECNOLOGIA;62.81976091
2024;Región;Cuyo;BAJA TECNOLOGIA;3240.234229
2024;Región;Cuyo;MEDIA ALTA TECNOLOGIA;271.8193581
2024;Región;Cuyo;MEDIA BAJA TECNOLOGIA;220.7857706
2024;Región;Cuyo;Sin Clasificar;336.9016396
2024;Región;Metropolitana;ALTA TECNOLOGIA;1150.409181
2024;Región;Metropolitana;BAJA TECNOLOGIA;9792.24709
2024;Región;Metropolitana;MEDIA ALTA TECNOLOGIA;8769.925564
2024;Región;Metropolitana;MEDIA BAJA TECNOLOGIA;3179.522392
2024;Región;Metropolitana;Sin Clasificar;6881.366569
2024;Región;NEA;ALTA TECNOLOGIA;0.29184336
2024;Región;NEA;BAJA TECNOLOGIA;626.9347312
2024;Región;NEA;MEDIA ALTA TECNOLOGIA;90.00628796
2024;Región;NEA;MEDIA BAJA TECNOLOGIA;0.87520401
2024;Región;NEA;Sin Clasificar;420.4057325
2024;Región;NOA;ALTA TECNOLOGIA;8.38314869
2024;Región;NOA;BAJA TECNOLOGIA;1933.166056
2024;Región;NOA;MEDIA ALTA TECNOLOGIA;1081.853978
2024;Región;NOA;MEDIA BAJA TECNOLOGIA;50.06289565
2024;Región;NOA;Sin Clasificar;2101.362428
2024;Región;Patagonia;ALTA TECNOLOGIA;20.25174838
2024;Región;Patagonia;BAJA TECNOLOGIA;3350.803456
2024;Región;Patagonia;MEDIA ALTA TECNOLOGIA;70.46779514
2024;Región;Patagonia;MEDIA BAJA TECNOLOGIA;7225.482689
2024;Región;Patagonia;Sin Clasificar;964.0040819
2010;País;Total País;ALTA TECNOLOGIA;1108.000858
2010;País;Total País;BAJA TECNOLOGIA;27647.30529
2010;País;Total País;MEDIA ALTA TECNOLOGIA;14186.30488
2010;País;Total País;MEDIA BAJA TECNOLOGIA;9105.259623
2010;País;Total País;Sin Clasificar;13367.55168
2011;País;Total País;ALTA TECNOLOGIA;1241.596733
2011;País;Total País;BAJA TECNOLOGIA;33570.35377
2011;País;Total País;MEDIA ALTA TECNOLOGIA;17720.06031
2011;País;Total País;MEDIA BAJA TECNOLOGIA;9235.767593
2011;País;Total País;Sin Clasificar;17344.41598
2012;País;Total País;ALTA TECNOLOGIA;1326.431012
2012;País;Total País;BAJA TECNOLOGIA;32317.97952
2012;País;Total País;MEDIA ALTA TECNOLOGIA;16826.34813
2012;País;Total País;MEDIA BAJA TECNOLOGIA;8961.546973
2012;País;Total País;Sin Clasificar;16828.59898
2013;País;Total País;ALTA TECNOLOGIA;1335.289265
2013;País;Total País;BAJA TECNOLOGIA;30479.29244
2013;País;Total País;MEDIA ALTA TECNOLOGIA;16562.16626
2013;País;Total País;MEDIA BAJA TECNOLOGIA;7182.364179
2013;País;Total País;Sin Clasificar;15679.9291
2014;País;Total País;ALTA TECNOLOGIA;1309.864648
2014;País;Total País;BAJA TECNOLOGIA;30838.67693
2014;País;Total País;MEDIA ALTA TECNOLOGIA;14661.80567
2014;País;Total País;MEDIA BAJA TECNOLOGIA;6448.120835
2014;País;Total País;Sin Clasificar;12091.16293
2015;País;Total País;ALTA TECNOLOGIA;1374.336221
2015;País;Total País;BAJA TECNOLOGIA;27567.49282
2015;País;Total País;MEDIA ALTA TECNOLOGIA;10705.19954
2015;País;Total País;MEDIA BAJA TECNOLOGIA;3514.885903
2015;País;Total País;Sin Clasificar;11485.91415
2016;País;Total País;ALTA TECNOLOGIA;1235.880248
2016;País;Total País;BAJA TECNOLOGIA;28681.74701
2016;País;Total País;MEDIA ALTA TECNOLOGIA;10116.95395
2016;País;Total País;MEDIA BAJA TECNOLOGIA;3389.400685
2016;País;Total País;Sin Clasificar;12852.00567
2017;País;Total País;ALTA TECNOLOGIA;1144.714023
2017;País;Total País;BAJA TECNOLOGIA;28372.57217
2017;País;Total País;MEDIA ALTA TECNOLOGIA;10906.78414
2017;País;Total País;MEDIA BAJA TECNOLOGIA;4105.631091
2017;País;Total País;Sin Clasificar;11900.59569
2018;País;Total País;ALTA TECNOLOGIA;1091.962265
2018;País;Total País;BAJA TECNOLOGIA;28908.52668
2018;País;Total País;MEDIA ALTA TECNOLOGIA;12665.28804
2018;País;Total País;MEDIA BAJA TECNOLOGIA;5984.8248
2018;País;Total País;Sin Clasificar;10885.95211
2019;País;Total País;ALTA TECNOLOGIA;1106.749616
2019;País;Total País;BAJA TECNOLOGIA;29516.34097
2019;País;Total País;MEDIA ALTA TECNOLOGIA;10916.61709
2019;País;Total País;MEDIA BAJA TECNOLOGIA;5970.239823
2019;País;Total País;Sin Clasificar;16067.42338
2020;País;Total País;ALTA TECNOLOGIA;1064.330695
2020;País;Total País;BAJA TECNOLOGIA;26701.69929
2020;País;Total País;MEDIA ALTA TECNOLOGIA;7351.062192
2020;País;Total País;MEDIA BAJA TECNOLOGIA;4489.442453
2020;País;Total País;Sin Clasificar;14167.34409
2021;País;Total País;ALTA TECNOLOGIA;1324.44409
2021;País;Total País;BAJA TECNOLOGIA;36686.85557
2021;País;Total País;MEDIA ALTA TECNOLOGIA;12193.46422
2021;País;Total País;MEDIA BAJA TECNOLOGIA;6111.820241
2021;País;Total País;Sin Clasificar;19548.88628
2022;País;Total País;ALTA TECNOLOGIA;1372.40385
2022;País;Total País;BAJA TECNOLOGIA;38417.20061
2022;País;Total País;MEDIA ALTA TECNOLOGIA;14938.04083
2022;País;Total País;MEDIA BAJA TECNOLOGIA;9679.68454
2022;País;Total País;Sin Clasificar;22632.79398
2023;País;Total País;ALTA TECNOLOGIA;1323.9598
2023;País;Total País;BAJA TECNOLOGIA;28497.73464
2023;País;Total País;MEDIA ALTA TECNOLOGIA;13042.36199
2023;País;Total País;MEDIA BAJA TECNOLOGIA;9193.82047
2023;País;Total País;Sin Clasificar;13342.06908
2024;País;Total País;ALTA TECNOLOGIA;1439.056939
2024;País;Total País;BAJA TECNOLOGIA;35421.9356
2024;País;Total País;MEDIA ALTA TECNOLOGIA;13233.66387
2024;País;Total País;MEDIA BAJA TECNOLOGIA;11071.08328
2024;País;Total País;Sin Clasificar;16814.49995
