anio;nivel_agregacion;unidad_territorial;tipo_personal_sicytar;es_conicet;sexo_descripcion;gran_area_experticia;cant_personas
2019;Provincia;Salta;INVESTIGADOR;0;MASCULINO;CIENCIAS AGRÍCOLAS;7
2019;Provincia;Salta;INVESTIGADOR;0;MASCULINO;CIENCIAS MÉDICAS Y DE LA SALUD;13
2019;Provincia;Salta;INVESTIGADOR;0;MASCULINO;CIENCIAS NATURALES Y EXACTAS;63
2019;Provincia;Salta;INVESTIGADOR;0;MASCULINO;CIENCIAS SOCIALES;34
2019;Provincia;Salta;INVESTIGADOR;0;MASCULINO;HUMANIDADES;15
2019;Provincia;Salta;INVESTIGADOR;0;MASCULINO;INGENIERÍAS Y TECNOLOGÍAS;39
2019;Provincia;Salta;INVESTIGADOR;1;FEMENINO;CIENCIAS AGRÍCOLAS;4
2019;Provincia;Salta;INVESTIGADOR;1;FEMENINO;CIENCIAS MÉDICAS Y DE LA SALUD;7
2019;Provincia;Salta;INVESTIGADOR;1;FEMENINO;CIENCIAS NATURALES Y EXACTAS;27
2019;Provincia;Salta;INVESTIGADOR;1;FEMENINO;CIENCIAS SOCIALES;2
2019;Provincia;Salta;INVESTIGADOR;1;FEMENINO;HUMANIDADES;7
2019;Provincia;Salta;INVESTIGADOR;1;FEMENINO;INGENIERÍAS Y TECNOLOGÍAS;18
2019;Provincia;Salta;INVESTIGADOR;1;MASCULINO;CIENCIAS AGRÍCOLAS;2
2019;Provincia;Salta;INVESTIGADOR;1;MASCULINO;CIENCIAS MÉDICAS Y DE LA SALUD;8
2019;Provincia;Salta;INVESTIGADOR;1;MASCULINO;CIENCIAS NATURALES Y EXACTAS;33
2019;Provincia;Salta;INVESTIGADOR;1;MASCULINO;CIENCIAS SOCIALES;2
2019;Provincia;Salta;INVESTIGADOR;1;MASCULINO;HUMANIDADES;3
2019;Provincia;Salta;INVESTIGADOR;1;MASCULINO;INGENIERÍAS Y TECNOLOGÍAS;14
2019;Provincia;Salta;OTRO PERSONAL DE LA INSTITUCION;0;FEMENINO;CIENCIAS AGRÍCOLAS;10
2019;Provincia;Salta;OTRO PERSONAL DE LA INSTITUCION;0;FEMENINO;CIENCIAS MÉDICAS Y DE LA SALUD;24
2019;Provincia;Salta;OTRO PERSONAL DE LA INSTITUCION;0;FEMENINO;CIENCIAS NATURALES Y EXACTAS;73
2019;Provincia;Salta;OTRO PERSONAL DE LA INSTITUCION;0;FEMENINO;CIENCIAS SOCIALES;91
2019;Provincia;Salta;OTRO PERSONAL DE LA INSTITUCION;0;FEMENINO;HUMANIDADES;45
2019;Provincia;Salta;OTRO PERSONAL DE LA INSTITUCION;0;FEMENINO;INGENIERÍAS Y TECNOLOGÍAS;20
2019;Provincia;Salta;OTRO PERSONAL DE LA INSTITUCION;0;MASCULINO;CIENCIAS AGRÍCOLAS;10
2019;Provincia;Salta;OTRO PERSONAL DE LA INSTITUCION;0;MASCULINO;CIENCIAS MÉDICAS Y DE LA SALUD;12
2019;Provincia;Salta;OTRO PERSONAL DE LA INSTITUCION;0;MASCULINO;CIENCIAS NATURALES Y EXACTAS;38
2019;Provincia;Salta;OTRO PERSONAL DE LA INSTITUCION;0;MASCULINO;CIENCIAS SOCIALES;38
2019;Provincia;Salta;OTRO PERSONAL DE LA INSTITUCION;0;MASCULINO;HUMANIDADES;24
2019;Provincia;Salta;OTRO PERSONAL DE LA INSTITUCION;0;MASCULINO;INGENIERÍAS Y TECNOLOGÍAS;16
2019;Provincia;San Juan;BECARIO DE I+D;0;FEMENINO;CIENCIAS AGRÍCOLAS;2
2019;Provincia;San Juan;BECARIO DE I+D;0;FEMENINO;CIENCIAS NATURALES Y EXACTAS;14
2019;Provincia;San Juan;BECARIO DE I+D;0;FEMENINO;CIENCIAS SOCIALES;9
2019;Provincia;San Juan;BECARIO DE I+D;0;FEMENINO;HUMANIDADES;5
2019;Provincia;San Juan;BECARIO DE I+D;0;FEMENINO;INGENIERÍAS Y TECNOLOGÍAS;4
2019;Provincia;San Juan;BECARIO DE I+D;0;MASCULINO;CIENCIAS AGRÍCOLAS;3
2019;Provincia;San Juan;BECARIO DE I+D;0;MASCULINO;CIENCIAS NATURALES Y EXACTAS;8
2019;Provincia;San Juan;BECARIO DE I+D;0;MASCULINO;CIENCIAS SOCIALES;5
2019;Provincia;San Juan;BECARIO DE I+D;0;MASCULINO;HUMANIDADES;4
2019;Provincia;San Juan;BECARIO DE I+D;0;MASCULINO;INGENIERÍAS Y TECNOLOGÍAS;10
2019;Provincia;San Juan;BECARIO DE I+D;1;FEMENINO;CIENCIAS AGRÍCOLAS;3
2019;Provincia;San Juan;BECARIO DE I+D;1;FEMENINO;CIENCIAS MÉDICAS Y DE LA SALUD;2
2019;Provincia;San Juan;BECARIO DE I+D;1;FEMENINO;CIENCIAS NATURALES Y EXACTAS;55
2019;Provincia;San Juan;BECARIO DE I+D;1;FEMENINO;CIENCIAS SOCIALES;32
2019;Provincia;San Juan;BECARIO DE I+D;1;FEMENINO;HUMANIDADES;14
2019;Provincia;San Juan;BECARIO DE I+D;1;FEMENINO;INGENIERÍAS Y TECNOLOGÍAS;25
2019;Provincia;San Juan;BECARIO DE I+D;1;MASCULINO;CIENCIAS AGRÍCOLAS;3
2019;Provincia;San Juan;BECARIO DE I+D;1;MASCULINO;CIENCIAS MÉDICAS Y DE LA SALUD;1
2019;Provincia;San Juan;BECARIO DE I+D;1;MASCULINO;CIENCIAS NATURALES Y EXACTAS;43
2019;Provincia;San Juan;BECARIO DE I+D;1;MASCULINO;CIENCIAS SOCIALES;7
2019;Provincia;San Juan;BECARIO DE I+D;1;MASCULINO;HUMANIDADES;8
2019;Provincia;San Juan;BECARIO DE I+D;1;MASCULINO;INGENIERÍAS Y TECNOLOGÍAS;25
2019;Provincia;San Juan;DOCENTE;0;FEMENINO;CIENCIAS AGRÍCOLAS;4
2019;Provincia;San Juan;DOCENTE;0;FEMENINO;CIENCIAS MÉDICAS Y DE LA SALUD;32
2019;Provincia;San Juan;DOCENTE;0;FEMENINO;CIENCIAS NATURALES Y EXACTAS;106
2019;Provincia;San Juan;DOCENTE;0;FEMENINO;CIENCIAS SOCIALES;192
2019;Provincia;San Juan;DOCENTE;0;FEMENINO;HUMANIDADES;114
2019;Provincia;San Juan;DOCENTE;0;FEMENINO;INGENIERÍAS Y TECNOLOGÍAS;45
2019;Provincia;San Juan;DOCENTE;0;MASCULINO;CIENCIAS AGRÍCOLAS;1
2019;Provincia;San Juan;DOCENTE;0;MASCULINO;CIENCIAS MÉDICAS Y DE LA SALUD;20
2019;Provincia;San Juan;DOCENTE;0;MASCULINO;CIENCIAS NATURALES Y EXACTAS;66
2019;Provincia;San Juan;DOCENTE;0;MASCULINO;CIENCIAS SOCIALES;107
2019;Provincia;San Juan;DOCENTE;0;MASCULINO;HUMANIDADES;54
2019;Provincia;San Juan;DOCENTE;0;MASCULINO;INGENIERÍAS Y TECNOLOGÍAS;81
2019;Provincia;San Juan;INVESTIGADOR;0;FEMENINO;CIENCIAS AGRÍCOLAS;3
2019;Provincia;San Juan;INVESTIGADOR;0;FEMENINO;CIENCIAS MÉDICAS Y DE LA SALUD;4
2019;Provincia;San Juan;INVESTIGADOR;0;FEMENINO;CIENCIAS NATURALES Y EXACTAS;76
2019;Provincia;San Juan;INVESTIGADOR;0;FEMENINO;CIENCIAS SOCIALES;131
2019;Provincia;San Juan;INVESTIGADOR;0;FEMENINO;HUMANIDADES;88
2019;Provincia;San Juan;INVESTIGADOR;0;FEMENINO;INGENIERÍAS Y TECNOLOGÍAS;63
2019;Provincia;San Juan;INVESTIGADOR;0;MASCULINO;CIENCIAS AGRÍCOLAS;7
2019;Provincia;San Juan;INVESTIGADOR;0;MASCULINO;CIENCIAS MÉDICAS Y DE LA SALUD;1
2019;Provincia;San Juan;INVESTIGADOR;0;MASCULINO;CIENCIAS NATURALES Y EXACTAS;45
2019;Provincia;San Juan;INVESTIGADOR;0;MASCULINO;CIENCIAS SOCIALES;35
2019;Provincia;San Juan;INVESTIGADOR;0;MASCULINO;HUMANIDADES;23
2019;Provincia;San Juan;INVESTIGADOR;0;MASCULINO;INGENIERÍAS Y TECNOLOGÍAS;101
2019;Provincia;San Juan;INVESTIGADOR;1;FEMENINO;CIENCIAS AGRÍCOLAS;2
2019;Provincia;San Juan;INVESTIGADOR;1;FEMENINO;CIENCIAS MÉDICAS Y DE LA SALUD;1
2019;Provincia;San Juan;INVESTIGADOR;1;FEMENINO;CIENCIAS NATURALES Y EXACTAS;31
2019;Provincia;San Juan;INVESTIGADOR;1;FEMENINO;CIENCIAS SOCIALES;2
2019;Provincia;San Juan;INVESTIGADOR;1;FEMENINO;HUMANIDADES;2
2019;Provincia;San Juan;INVESTIGADOR;1;FEMENINO;INGENIERÍAS Y TECNOLOGÍAS;9
2019;Provincia;San Juan;INVESTIGADOR;1;MASCULINO;CIENCIAS MÉDICAS Y DE LA SALUD;1
2019;Provincia;San Juan;INVESTIGADOR;1;MASCULINO;CIENCIAS NATURALES Y EXACTAS;25
2019;Provincia;San Juan;INVESTIGADOR;1;MASCULINO;CIENCIAS SOCIALES;3
2019;Provincia;San Juan;INVESTIGADOR;1;MASCULINO;HUMANIDADES;2
2019;Provincia;San Juan;INVESTIGADOR;1;MASCULINO;INGENIERÍAS Y TECNOLOGÍAS;35
2019;Provincia;San Juan;OTRO PERSONAL DE LA INSTITUCION;0;FEMENINO;CIENCIAS AGRÍCOLAS;5
2019;Provincia;San Juan;OTRO PERSONAL DE LA INSTITUCION;0;FEMENINO;CIENCIAS MÉDICAS Y DE LA SALUD;20
2019;Provincia;San Juan;OTRO PERSONAL DE LA INSTITUCION;0;FEMENINO;CIENCIAS NATURALES Y EXACTAS;48
2019;Provincia;San Juan;OTRO PERSONAL DE LA INSTITUCION;0;FEMENINO;CIENCIAS SOCIALES;52
2019;Provincia;San Juan;OTRO PERSONAL DE LA INSTITUCION;0;FEMENINO;HUMANIDADES;25
2019;Provincia;San Juan;OTRO PERSONAL DE LA INSTITUCION;0;FEMENINO;INGENIERÍAS Y TECNOLOGÍAS;20
2019;Provincia;San Juan;OTRO PERSONAL DE LA INSTITUCION;0;MASCULINO;CIENCIAS AGRÍCOLAS;7
2019;Provincia;San Juan;OTRO PERSONAL DE LA INSTITUCION;0;MASCULINO;CIENCIAS MÉDICAS Y DE LA SALUD;9
2019;Provincia;San Juan;OTRO PERSONAL DE LA INSTITUCION;0;MASCULINO;CIENCIAS NATURALES Y EXACTAS;36
2019;Provincia;San Juan;OTRO PERSONAL DE LA INSTITUCION;0;MASCULINO;CIENCIAS SOCIALES;33
2019;Provincia;San Juan;OTRO PERSONAL DE LA INSTITUCION;0;MASCULINO;HUMANIDADES;12
2019;Provincia;San Juan;OTRO PERSONAL DE LA INSTITUCION;0;MASCULINO;INGENIERÍAS Y TECNOLOGÍAS;65
2019;Provincia;San Luis;BECARIO DE I+D;0;FEMENINO;CIENCIAS AGRÍCOLAS;4
2019;Provincia;San Luis;BECARIO DE I+D;0;FEMENINO;CIENCIAS MÉDICAS Y DE LA SALUD;3
2019;Provincia;San Luis;BECARIO DE I+D;0;FEMENINO;CIENCIAS NATURALES Y EXACTAS;26
2019;Provincia;San Luis;BECARIO DE I+D;0;FEMENINO;CIENCIAS SOCIALES;10
2019;Provincia;San Luis;BECARIO DE I+D;0;FEMENINO;HUMANIDADES;1
2019;Provincia;San Luis;BECARIO DE I+D;0;FEMENINO;INGENIERÍAS Y TECNOLOGÍAS;5
2019;Provincia;San Luis;BECARIO DE I+D;0;MASCULINO;CIENCIAS AGRÍCOLAS;2
2019;Provincia;San Luis;BECARIO DE I+D;0;MASCULINO;CIENCIAS MÉDICAS Y DE LA SALUD;1
2019;Provincia;San Luis;BECARIO DE I+D;0;MASCULINO;CIENCIAS NATURALES Y EXACTAS;12
2019;Provincia;San Luis;BECARIO DE I+D;0;MASCULINO;CIENCIAS SOCIALES;2
2019;Provincia;San Luis;BECARIO DE I+D;0;MASCULINO;HUMANIDADES;1
2019;Provincia;San Luis;BECARIO DE I+D;0;MASCULINO;INGENIERÍAS Y TECNOLOGÍAS;4
2019;Provincia;San Luis;BECARIO DE I+D;1;FEMENINO;CIENCIAS AGRÍCOLAS;2
2019;Provincia;San Luis;BECARIO DE I+D;1;FEMENINO;CIENCIAS MÉDICAS Y DE LA SALUD;10
2019;Provincia;San Luis;BECARIO DE I+D;1;FEMENINO;CIENCIAS NATURALES Y EXACTAS;48
2019;Provincia;San Luis;BECARIO DE I+D;1;FEMENINO;CIENCIAS SOCIALES;9
2019;Provincia;San Luis;BECARIO DE I+D;1;FEMENINO;HUMANIDADES;2
2019;Provincia;San Luis;BECARIO DE I+D;1;FEMENINO;INGENIERÍAS Y TECNOLOGÍAS;12
2019;Provincia;San Luis;BECARIO DE I+D;1;MASCULINO;CIENCIAS AGRÍCOLAS;3
2019;Provincia;San Luis;BECARIO DE I+D;1;MASCULINO;CIENCIAS MÉDICAS Y DE LA SALUD;3
2019;Provincia;San Luis;BECARIO DE I+D;1;MASCULINO;CIENCIAS NATURALES Y EXACTAS;42
2019;Provincia;San Luis;BECARIO DE I+D;1;MASCULINO;CIENCIAS SOCIALES;4
2019;Provincia;San Luis;BECARIO DE I+D;1;MASCULINO;HUMANIDADES;1
2019;Provincia;San Luis;BECARIO DE I+D;1;MASCULINO;INGENIERÍAS Y TECNOLOGÍAS;10
2019;Provincia;San Luis;DOCENTE;0;FEMENINO;CIENCIAS AGRÍCOLAS;18
2019;Provincia;San Luis;DOCENTE;0;FEMENINO;CIENCIAS MÉDICAS Y DE LA SALUD;126
2019;Provincia;San Luis;DOCENTE;0;FEMENINO;CIENCIAS NATURALES Y EXACTAS;98
2019;Provincia;San Luis;DOCENTE;0;FEMENINO;CIENCIAS SOCIALES;206
2019;Provincia;San Luis;DOCENTE;0;FEMENINO;HUMANIDADES;45
2019;Provincia;San Luis;DOCENTE;0;FEMENINO;INGENIERÍAS Y TECNOLOGÍAS;25
2019;Provincia;San Luis;DOCENTE;0;MASCULINO;CIENCIAS AGRÍCOLAS;13
2019;Provincia;San Luis;DOCENTE;0;MASCULINO;CIENCIAS MÉDICAS Y DE LA SALUD;58
2019;Provincia;San Luis;DOCENTE;0;MASCULINO;CIENCIAS NATURALES Y EXACTAS;90
2019;Provincia;San Luis;DOCENTE;0;MASCULINO;CIENCIAS SOCIALES;105
2019;Provincia;San Luis;DOCENTE;0;MASCULINO;HUMANIDADES;14
2019;Provincia;San Luis;DOCENTE;0;MASCULINO;INGENIERÍAS Y TECNOLOGÍAS;74
2019;Provincia;San Luis;INVESTIGADOR;0;FEMENINO;CIENCIAS AGRÍCOLAS;24
2019;Provincia;San Luis;INVESTIGADOR;0;FEMENINO;CIENCIAS MÉDICAS Y DE LA SALUD;67
2019;Provincia;San Luis;INVESTIGADOR;0;FEMENINO;CIENCIAS NATURALES Y EXACTAS;135
2019;Provincia;San Luis;INVESTIGADOR;0;FEMENINO;CIENCIAS SOCIALES;213
2019;Provincia;San Luis;INVESTIGADOR;0;FEMENINO;HUMANIDADES;42
2019;Provincia;San Luis;INVESTIGADOR;0;FEMENINO;INGENIERÍAS Y TECNOLOGÍAS;38
2019;Provincia;San Luis;INVESTIGADOR;0;MASCULINO;CIENCIAS AGRÍCOLAS;25
2019;Provincia;San Luis;INVESTIGADOR;0;MASCULINO;CIENCIAS MÉDICAS Y DE LA SALUD;9
2019;Provincia;San Luis;INVESTIGADOR;0;MASCULINO;CIENCIAS NATURALES Y EXACTAS;106
2019;Provincia;San Luis;INVESTIGADOR;0;MASCULINO;CIENCIAS SOCIALES;79
2019;Provincia;San Luis;INVESTIGADOR;0;MASCULINO;HUMANIDADES;11
2019;Provincia;San Luis;INVESTIGADOR;0;MASCULINO;INGENIERÍAS Y TECNOLOGÍAS;40
2019;Provincia;San Luis;INVESTIGADOR;1;FEMENINO;CIENCIAS MÉDICAS Y DE LA SALUD;10
2019;Provincia;San Luis;INVESTIGADOR;1;FEMENINO;CIENCIAS NATURALES Y EXACTAS;43
2019;Provincia;San Luis;INVESTIGADOR;1;FEMENINO;CIENCIAS SOCIALES;2
2019;Provincia;San Luis;INVESTIGADOR;1;FEMENINO;INGENIERÍAS Y TECNOLOGÍAS;16
2019;Provincia;San Luis;INVESTIGADOR;1;MASCULINO;CIENCIAS AGRÍCOLAS;2
2019;Provincia;San Luis;INVESTIGADOR;1;MASCULINO;CIENCIAS MÉDICAS Y DE LA SALUD;3
2019;Provincia;San Luis;INVESTIGADOR;1;MASCULINO;CIENCIAS NATURALES Y EXACTAS;70
2019;Provincia;San Luis;INVESTIGADOR;1;MASCULINO;CIENCIAS SOCIALES;2
2019;Provincia;San Luis;INVESTIGADOR;1;MASCULINO;HUMANIDADES;1
2019;Provincia;San Luis;INVESTIGADOR;1;MASCULINO;INGENIERÍAS Y TECNOLOGÍAS;11
2019;Provincia;San Luis;OTRO PERSONAL DE LA INSTITUCION;0;FEMENINO;CIENCIAS AGRÍCOLAS;7
2019;Provincia;San Luis;OTRO PERSONAL DE LA INSTITUCION;0;FEMENINO;CIENCIAS MÉDICAS Y DE LA SALUD;46
2019;Provincia;San Luis;OTRO PERSONAL DE LA INSTITUCION;0;FEMENINO;CIENCIAS NATURALES Y EXACTAS;66
2019;Provincia;San Luis;OTRO PERSONAL DE LA INSTITUCION;0;FEMENINO;CIENCIAS SOCIALES;67
2019;Provincia;San Luis;OTRO PERSONAL DE LA INSTITUCION;0;FEMENINO;HUMANIDADES;21
2019;Provincia;San Luis;OTRO PERSONAL DE LA INSTITUCION;0;FEMENINO;INGENIERÍAS Y TECNOLOGÍAS;27
2019;Provincia;San Luis;OTRO PERSONAL DE LA INSTITUCION;0;MASCULINO;CIENCIAS AGRÍCOLAS;12
2019;Provincia;San Luis;OTRO PERSONAL DE LA INSTITUCION;0;MASCULINO;CIENCIAS MÉDICAS Y DE LA SALUD;20
2019;Provincia;San Luis;OTRO PERSONAL DE LA INSTITUCION;0;MASCULINO;CIENCIAS NATURALES Y EXACTAS;59
2019;Provincia;San Luis;OTRO PERSONAL DE LA INSTITUCION;0;MASCULINO;CIENCIAS SOCIALES;23
2019;Provincia;San Luis;OTRO PERSONAL DE LA INSTITUCION;0;MASCULINO;HUMANIDADES;8
2019;Provincia;San Luis;OTRO PERSONAL DE LA INSTITUCION;0;MASCULINO;INGENIERÍAS Y TECNOLOGÍAS;22
2019;Provincia;Santa Cruz;BECARIO DE I+D;0;FEMENINO;CIENCIAS SOCIALES;2
2019;Provincia;Santa Cruz;BECARIO DE I+D;0;FEMENINO;INGENIERÍAS Y TECNOLOGÍAS;1
2019;Provincia;Santa Cruz;BECARIO DE I+D;0;MASCULINO;CIENCIAS SOCIALES;1
2019;Provincia;Santa Cruz;BECARIO DE I+D;0;MASCULINO;HUMANIDADES;1
2019;Provincia;Santa Cruz;BECARIO DE I+D;0;MASCULINO;INGENIERÍAS Y TECNOLOGÍAS;1
2019;Provincia;Santa Cruz;BECARIO DE I+D;1;FEMENINO;CIENCIAS AGRÍCOLAS;1
2019;Provincia;Santa Cruz;BECARIO DE I+D;1;FEMENINO;CIENCIAS NATURALES Y EXACTAS;1
2019;Provincia;Santa Cruz;BECARIO DE I+D;1;FEMENINO;CIENCIAS SOCIALES;6
2019;Provincia;Santa Cruz;BECARIO DE I+D;1;FEMENINO;HUMANIDADES;3
2019;Provincia;Santa Cruz;BECARIO DE I+D;1;MASCULINO;CIENCIAS AGRÍCOLAS;1
2019;Provincia;Santa Cruz;BECARIO DE I+D;1;MASCULINO;CIENCIAS NATURALES Y EXACTAS;4
2019;Provincia;Santa Cruz;BECARIO DE I+D;1;MASCULINO;CIENCIAS SOCIALES;1
2019;Provincia;Santa Cruz;DOCENTE;0;FEMENINO;CIENCIAS AGRÍCOLAS;3
2019;Provincia;Santa Cruz;DOCENTE;0;FEMENINO;CIENCIAS MÉDICAS Y DE LA SALUD;24
2019;Provincia;Santa Cruz;DOCENTE;0;FEMENINO;CIENCIAS NATURALES Y EXACTAS;35
2019;Provincia;Santa Cruz;DOCENTE;0;FEMENINO;CIENCIAS SOCIALES;94
2019;Provincia;Santa Cruz;DOCENTE;0;FEMENINO;HUMANIDADES;26
2019;Provincia;Santa Cruz;DOCENTE;0;FEMENINO;INGENIERÍAS Y TECNOLOGÍAS;12
2019;Provincia;Santa Cruz;DOCENTE;0;MASCULINO;CIENCIAS AGRÍCOLAS;1
2019;Provincia;Santa Cruz;DOCENTE;0;MASCULINO;CIENCIAS MÉDICAS Y DE LA SALUD;6
2019;Provincia;Santa Cruz;DOCENTE;0;MASCULINO;CIENCIAS NATURALES Y EXACTAS;35
2019;Provincia;Santa Cruz;DOCENTE;0;MASCULINO;CIENCIAS SOCIALES;43
2019;Provincia;Santa Cruz;DOCENTE;0;MASCULINO;HUMANIDADES;5
2019;Provincia;Santa Cruz;DOCENTE;0;MASCULINO;INGENIERÍAS Y TECNOLOGÍAS;23
2019;Provincia;Santa Cruz;INVESTIGADOR;0;FEMENINO;CIENCIAS AGRÍCOLAS;1
2019;Provincia;Santa Cruz;INVESTIGADOR;0;FEMENINO;CIENCIAS MÉDICAS Y DE LA SALUD;6
2019;Provincia;Santa Cruz;INVESTIGADOR;0;FEMENINO;CIENCIAS NATURALES Y EXACTAS;39
2019;Provincia;Santa Cruz;INVESTIGADOR;0;FEMENINO;CIENCIAS SOCIALES;59
2019;Provincia;Santa Cruz;INVESTIGADOR;0;FEMENINO;HUMANIDADES;19
2019;Provincia;Santa Cruz;INVESTIGADOR;0;FEMENINO;INGENIERÍAS Y TECNOLOGÍAS;9
2019;Provincia;Santa Cruz;INVESTIGADOR;0;MASCULINO;CIENCIAS AGRÍCOLAS;5
2019;Provincia;Santa Cruz;INVESTIGADOR;0;MASCULINO;CIENCIAS MÉDICAS Y DE LA SALUD;1
2019;Provincia;Santa Cruz;INVESTIGADOR;0;MASCULINO;CIENCIAS NATURALES Y EXACTAS;22
2019;Provincia;Santa Cruz;INVESTIGADOR;0;MASCULINO;CIENCIAS SOCIALES;33
2019;Provincia;Santa Cruz;INVESTIGADOR;0;MASCULINO;HUMANIDADES;10
2019;Provincia;Santa Cruz;INVESTIGADOR;0;MASCULINO;INGENIERÍAS Y TECNOLOGÍAS;21
2019;Provincia;Santa Cruz;INVESTIGADOR;1;FEMENINO;CIENCIAS NATURALES Y EXACTAS;2
2019;Provincia;Santa Cruz;INVESTIGADOR;1;FEMENINO;CIENCIAS SOCIALES;1
2019;Provincia;Santa Cruz;INVESTIGADOR;1;FEMENINO;HUMANIDADES;1
2019;Provincia;Santa Cruz;INVESTIGADOR;1;MASCULINO;CIENCIAS AGRÍCOLAS;1
2019;Provincia;Santa Cruz;INVESTIGADOR;1;MASCULINO;CIENCIAS NATURALES Y EXACTAS;7
2019;Provincia;Santa Cruz;INVESTIGADOR;1;MASCULINO;CIENCIAS SOCIALES;1
2019;Provincia;Santa Cruz;INVESTIGADOR;1;MASCULINO;HUMANIDADES;1
2019;Provincia;Santa Cruz;INVESTIGADOR;1;MASCULINO;INGENIERÍAS Y TECNOLOGÍAS;1
2019;Provincia;Santa Cruz;OTRO PERSONAL DE LA INSTITUCION;0;FEMENINO;CIENCIAS MÉDICAS Y DE LA SALUD;8
2019;Provincia;Santa Cruz;OTRO PERSONAL DE LA INSTITUCION;0;FEMENINO;CIENCIAS NATURALES Y EXACTAS;6
2019;Provincia;Santa Cruz;OTRO PERSONAL DE LA INSTITUCION;0;FEMENINO;CIENCIAS SOCIALES;27
2019;Provincia;Santa Cruz;OTRO PERSONAL DE LA INSTITUCION;0;FEMENINO;HUMANIDADES;5
2019;Provincia;Santa Cruz;OTRO PERSONAL DE LA INSTITUCION;0;FEMENINO;INGENIERÍAS Y TECNOLOGÍAS;3
2019;Provincia;Santa Cruz;OTRO PERSONAL DE LA INSTITUCION;0;MASCULINO;CIENCIAS AGRÍCOLAS;1
2019;Provincia;Santa Cruz;OTRO PERSONAL DE LA INSTITUCION;0;MASCULINO;CIENCIAS MÉDICAS Y DE LA SALUD;2
2019;Provincia;Santa Cruz;OTRO PERSONAL DE LA INSTITUCION;0;MASCULINO;CIENCIAS NATURALES Y EXACTAS;3
2019;Provincia;Santa Cruz;OTRO PERSONAL DE LA INSTITUCION;0;MASCULINO;CIENCIAS SOCIALES;5
2019;Provincia;Santa Cruz;OTRO PERSONAL DE LA INSTITUCION;0;MASCULINO;HUMANIDADES;3
2019;Provincia;Santa Cruz;OTRO PERSONAL DE LA INSTITUCION;0;MASCULINO;INGENIERÍAS Y TECNOLOGÍAS;5
2019;Provincia;Santa Fe;BECARIO DE I+D;0;FEMENINO;CIENCIAS AGRÍCOLAS;17
2019;Provincia;Santa Fe;BECARIO DE I+D;0;FEMENINO;CIENCIAS MÉDICAS Y DE LA SALUD;22
2019;Provincia;Santa Fe;BECARIO DE I+D;0;FEMENINO;CIENCIAS NATURALES Y EXACTAS;69
2019;Provincia;Santa Fe;BECARIO DE I+D;0;FEMENINO;CIENCIAS SOCIALES;30
2019;Provincia;Santa Fe;BECARIO DE I+D;0;FEMENINO;HUMANIDADES;28
2019;Provincia;Santa Fe;BECARIO DE I+D;0;FEMENINO;INGENIERÍAS Y TECNOLOGÍAS;16
2019;Provincia;Santa Fe;BECARIO DE I+D;0;MASCULINO;CIENCIAS AGRÍCOLAS;20
2019;Provincia;Santa Fe;BECARIO DE I+D;0;MASCULINO;CIENCIAS MÉDICAS Y DE LA SALUD;6
2019;Provincia;Santa Fe;BECARIO DE I+D;0;MASCULINO;CIENCIAS NATURALES Y EXACTAS;48
2019;Provincia;Santa Fe;BECARIO DE I+D;0;MASCULINO;CIENCIAS SOCIALES;22
2019;Provincia;Santa Fe;BECARIO DE I+D;0;MASCULINO;HUMANIDADES;17
2019;Provincia;Santa Fe;BECARIO DE I+D;0;MASCULINO;INGENIERÍAS Y TECNOLOGÍAS;31
2019;Provincia;Santa Fe;BECARIO DE I+D;1;FEMENINO;CIENCIAS AGRÍCOLAS;50
2019;Provincia;Santa Fe;BECARIO DE I+D;1;FEMENINO;CIENCIAS MÉDICAS Y DE LA SALUD;32
2019;Provincia;Santa Fe;BECARIO DE I+D;1;FEMENINO;CIENCIAS NATURALES Y EXACTAS;182
2019;Provincia;Santa Fe;BECARIO DE I+D;1;FEMENINO;CIENCIAS SOCIALES;61
2019;Provincia;Santa Fe;BECARIO DE I+D;1;FEMENINO;HUMANIDADES;53
2019;Provincia;Santa Fe;BECARIO DE I+D;1;FEMENINO;INGENIERÍAS Y TECNOLOGÍAS;78
2019;Provincia;Santa Fe;BECARIO DE I+D;1;MASCULINO;CIENCIAS AGRÍCOLAS;24
2019;Provincia;Santa Fe;BECARIO DE I+D;1;MASCULINO;CIENCIAS MÉDICAS Y DE LA SALUD;11
2019;Provincia;Santa Fe;BECARIO DE I+D;1;MASCULINO;CIENCIAS NATURALES Y EXACTAS;120
2019;Provincia;Santa Fe;BECARIO DE I+D;1;MASCULINO;CIENCIAS SOCIALES;24
2019;Provincia;Santa Fe;BECARIO DE I+D;1;MASCULINO;HUMANIDADES;15
2019;Provincia;Santa Fe;BECARIO DE I+D;1;MASCULINO;INGENIERÍAS Y TECNOLOGÍAS;64
2019;Provincia;Santa Fe;DOCENTE;0;FEMENINO;CIENCIAS AGRÍCOLAS;90
2019;Provincia;Santa Fe;DOCENTE;0;FEMENINO;CIENCIAS MÉDICAS Y DE LA SALUD;607
2019;Provincia;Santa Fe;DOCENTE;0;FEMENINO;CIENCIAS NATURALES Y EXACTAS;301
2019;Provincia;Santa Fe;DOCENTE;0;FEMENINO;CIENCIAS SOCIALES;863
2019;Provincia;Santa Fe;DOCENTE;0;FEMENINO;HUMANIDADES;299
